sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
97,1,appeared,45,53,7981,7989,8,42.0,44.0,7978.0,7980.0,,,,,verb.perception,169,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
97,2,closed,83,89,8019,8025,91,79.0,82.0,8015.0,8018.0,,,,,verb.contact,168,subject,The woman,1.0,4.0,5.0,female,1.0,tertiary
97,3,grew,104,108,8040,8044,91,79.0,82.0,8015.0,8018.0,130.0,143.0,8066.0,8079.0,verb.change,170,subject,The woman,1.0,4.0,5.0,female,1.0,tertiary
98,2,do,37,39,8118,8120,91,8.0,11.0,8089.0,8092.0,,,,,verb.social,172,subject,The woman,1.0,4.0,5.0,female,1.0,tertiary
99,0,performed,12,21,8197,8206,8,4.0,11.0,8189.0,8196.0,37.0,50.0,8222.0,8235.0,verb.creation,173,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
101,0,streamed,25,33,8299,8307,94,18.0,24.0,8292.0,8298.0,,,,,verb.motion,174,subject,people,2.0,0.0,2.0,unknown,0.0,tertiary
101,1,burn,43,47,8317,8321,94,18.0,24.0,8292.0,8298.0,56.0,68.0,8330.0,8342.0,verb.creation,175,subject,people,2.0,0.0,2.0,unknown,0.0,tertiary
103,1,saw,98,101,8467,8470,5,5.0,13.0,8374.0,8382.0,,,,,verb.perception,177,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
103,2,crowding,113,121,8482,8490,95,102.0,112.0,8471.0,8481.0,145.0,165.0,8514.0,8534.0,verb.motion,176,subject,the people,2.0,1.0,3.0,unknown,0.0,tertiary
104,0,inquired,9,17,8545,8553,5,0.0,8.0,8536.0,8544.0,,,,,verb.communication,179,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
105,1,performs,22,30,8614,8622,183,7.0,16.0,8599.0,8608.0,,,,,verb.creation,178,subject,a new god,1.0,0.0,1.0,unknown,0.0,tertiary
105,2,come,60,64,8652,8656,94,53.0,59.0,8645.0,8651.0,83.0,95.0,8675.0,8687.0,verb.motion,180,subject,people,2.0,0.0,2.0,unknown,0.0,tertiary
105,3,honor,86,91,8678,8683,94,53.0,59.0,8645.0,8651.0,,,,,verb.social,181,subject,people,2.0,0.0,2.0,unknown,0.0,tertiary
108,1,dare,13,17,8747,8751,95,0.0,4.0,8734.0,8738.0,,,,,verb.social,183,subject,the people,2.0,1.0,3.0,unknown,0.0,tertiary
109,0,grew,14,18,8800,8804,5,5.0,13.0,8791.0,8799.0,,,,,verb.change,184,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
110,0,spurred,3,10,8815,8822,5,0.0,2.0,8812.0,8814.0,,,,,verb.motion,186,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
111,2,appeared,58,66,8982,8990,8,51.0,53.0,8975.0,8977.0,,,,,verb.change,185,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
112,0,said,9,13,9014,9018,5,0.0,8.0,9005.0,9013.0,,,,,verb.communication,188,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
112,2,brought,41,48,9046,9053,8,37.0,40.0,9042.0,9045.0,,,,,verb.contact,187,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
113,1,deceive,26,33,9108,9115,8,22.0,25.0,9104.0,9107.0,,,,,verb.social,189,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
115,4,reproved,149,157,9296,9304,102,127.0,141.0,9274.0,9288.0,,,,,verb.communication,191,subject,the worshipers,1.0,0.0,1.0,unknown,0.0,tertiary
118,0,returned,8,16,9394,9402,5,5.0,7.0,9391.0,9393.0,,,,,verb.motion,192,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
118,1,found,20,25,9406,9411,5,17.0,19.0,9403.0,9405.0,,,,,verb.perception,194,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
118,2,destroyed,37,46,9423,9432,8,26.0,36.0,9412.0,9422.0,,,,,verb.contact,193,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
120,0,hurried,8,15,9491,9498,8,0.0,7.0,9483.0,9490.0,,,,,verb.motion,196,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
120,1,related,34,41,9517,9524,8,0.0,7.0,9483.0,9490.0,,,,,verb.communication,198,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
121,1,roused,15,21,9574,9580,38,0.0,10.0,9559.0,9569.0,,,,,verb.emotion,199,subject,,,,,,,
121,2,said,26,30,9585,9589,38,0.0,10.0,9559.0,9569.0,,,,,verb.communication,202,subject,,,,,,,
123,1,withdraw,14,22,9718,9726,5,11.0,13.0,9715.0,9717.0,,,,,verb.possession,201,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
124,0,made,19,23,9786,9790,173,5.0,18.0,9772.0,9785.0,,,,,verb.creation,200,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
124,1,gave,48,52,9815,9819,173,5.0,18.0,9772.0,9785.0,,,,,verb.possession,203,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
124,2,enclosed,78,86,9845,9853,173,5.0,18.0,9772.0,9785.0,,,,,verb.change,204,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
126,2,leaped,43,49,9978,9984,8,35.0,42.0,9970.0,9977.0,,,,,verb.motion,205,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
127,0,flung,3,8,10030,10035,8,0.0,2.0,10027.0,10029.0,22.0,39.0,10049.0,10066.0,verb.contact,206,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
127,1,thanked,44,51,10071,10078,8,0.0,2.0,10027.0,10029.0,,,,,verb.communication,209,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
128,0,bestowed,11,19,10095,10103,38,0.0,10.0,10084.0,10094.0,,,,,verb.consumption,208,subject,,,,,,,
128,1,had,85,88,10169,10172,38,0.0,84.0,10084.0,10168.0,109.0,125.0,10193.0,10209.0,verb.possession,207,subject,,,,,,,
128,1,had,85,88,10169,10172,8,0.0,84.0,10084.0,10168.0,109.0,125.0,10193.0,10209.0,verb.possession,207,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
129,1,rise,20,24,10276,10280,8,11.0,13.0,10267.0,10269.0,,,,,verb.motion,210,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
130,0,gave,16,20,10321,10325,113,0.0,10.0,10305.0,10315.0,,,,,verb.possession,212,subject,The master,1.0,0.0,1.0,unknown,0.0,tertiary
131,1,determined,16,26,10418,10428,8,4.0,11.0,10406.0,10413.0,,,,,verb.cognition,211,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
131,2,punish,30,36,10432,10438,8,4.0,11.0,10406.0,10413.0,,,,,verb.social,213,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
132,2,watched,45,52,10494,10501,8,34.0,36.0,10483.0,10485.0,,,,,verb.social,214,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
132,4,thundering,68,78,10517,10527,8,54.0,56.0,10503.0,10505.0,,,,,verb.motion,216,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
133,2,fled,43,47,10623,10627,38,0.0,10.0,10580.0,10590.0,,,,,verb.motion,218,subject,,,,,,,
134,1,came,88,92,10717,10721,116,29.0,86.0,10658.0,10715.0,,,,,verb.motion,219,subject,Notscha's second son,1.0,0.0,1.0,unknown,0.0,tertiary
134,1,came,88,92,10717,10721,117,29.0,86.0,10658.0,10715.0,,,,,verb.motion,219,subject,the disciple of the holy Pu Hain,1.0,0.0,1.0,unknown,0.0,tertiary
134,1,came,88,92,10717,10721,7,29.0,86.0,10658.0,10715.0,,,,,verb.motion,219,subject,Mutscha,4.0,0.0,4.0,unknown,0.0,tertiary
134,1,came,88,92,10717,10721,11,29.0,86.0,10658.0,10715.0,,,,,verb.motion,219,subject,the holy Pu Hain,1.0,0.0,1.0,unknown,0.0,tertiary
134,1,came,88,92,10717,10721,8,29.0,86.0,10658.0,10715.0,,,,,verb.motion,219,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
136,0,began,6,11,10823,10828,119,1.0,5.0,10818.0,10822.0,,,,,verb.change,220,subject,the brothers,1.0,1.0,2.0,male,1.0,tertiary
136,1,fight,15,20,10832,10837,119,1.0,5.0,10818.0,10822.0,,,,,verb.competition,221,subject,the brothers,1.0,1.0,2.0,male,1.0,tertiary
136,3,overcome,38,46,10855,10863,7,26.0,33.0,10843.0,10850.0,,,,,verb.competition,223,subject,Mutscha,4.0,0.0,4.0,unknown,0.0,tertiary
137,0,rushed,25,31,10889,10895,8,7.0,14.0,10871.0,10878.0,,,,,verb.motion,222,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
138,1,hid,158,161,11078,11081,123,41.0,138.0,10961.0,11058.0,171.0,182.0,11091.0,11102.0,verb.possession,224,subject,Li Dsing 's oldest son,1.0,0.0,1.0,unknown,0.0,tertiary
138,1,hid,158,161,11078,11081,5,41.0,138.0,10961.0,11058.0,171.0,182.0,11091.0,11102.0,verb.possession,224,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
138,1,hid,158,161,11078,11081,13,41.0,138.0,10961.0,11058.0,171.0,182.0,11091.0,11102.0,verb.possession,224,subject,Wen Dschu,5.0,0.0,5.0,unknown,0.0,tertiary
138,1,hid,158,161,11078,11081,122,41.0,138.0,10961.0,11058.0,171.0,182.0,11091.0,11102.0,verb.possession,224,subject,the master of Gintscha,1.0,0.0,1.0,unknown,0.0,tertiary
138,1,hid,158,161,11078,11081,120,41.0,138.0,10961.0,11058.0,171.0,182.0,11091.0,11102.0,verb.possession,224,subject,the holy Wen Dschu of the Hill of the Five Dragons,1.0,0.0,1.0,unknown,0.0,tertiary
139,0,insisted,20,28,11124,11132,8,0.0,7.0,11104.0,11111.0,,,,,verb.communication,225,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
140,0,said,15,19,11179,11183,13,5.0,14.0,11169.0,11178.0,,,,,verb.communication,227,subject,Wen Dschu,5.0,0.0,5.0,unknown,0.0,tertiary
140,2,indulge,40,47,11204,11211,8,22.0,35.0,11186.0,11199.0,94.0,111.0,11258.0,11275.0,verb.social,226,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
141,0,turned,43,49,11321,11327,8,9.0,42.0,11287.0,11320.0,,,,,verb.motion,228,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
141,2,shook,107,112,11385,11390,13,76.0,85.0,11354.0,11363.0,137.0,152.0,11415.0,11430.0,verb.contact,229,subject,Wen Dschu,5.0,0.0,5.0,unknown,0.0,tertiary
141,4,threw,158,163,11436,11441,13,76.0,85.0,11354.0,11363.0,,,,,verb.contact,230,subject,Wen Dschu,5.0,0.0,5.0,unknown,0.0,tertiary
144,0,fainted,8,15,11622,11629,8,0.0,7.0,11614.0,11621.0,,,,,verb.body,231,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
144,1,regained,29,37,11643,11651,8,26.0,28.0,11640.0,11642.0,,,,,verb.change,232,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
144,4,move,145,149,11759,11763,8,126.0,128.0,11740.0,11742.0,,,,,verb.motion,234,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
145,2,give,56,60,11821,11825,8,49.0,52.0,11814.0,11817.0,,,,,verb.communication,237,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
146,3,stood,53,58,11916,11921,8,4.0,15.0,11867.0,11878.0,,,,,verb.contact,238,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
147,0,saw,20,23,11962,11965,8,17.0,19.0,11959.0,11961.0,,,,,verb.perception,240,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
148,1,notice,23,29,12060,12066,38,4.0,14.0,12041.0,12051.0,,,,,verb.perception,242,subject,,,,,,,
149,0,entered,12,19,12083,12090,38,9.0,11.0,12080.0,12082.0,,,,,verb.motion,243,subject,,,,,,,
149,1,thanked,33,40,12104,12111,38,9.0,11.0,12080.0,12082.0,,,,,verb.communication,245,subject,,,,,,,
149,3,given,86,91,12157,12162,38,55.0,72.0,12126.0,12143.0,,,,,verb.possession,244,subject,,,,,,,
150,3,reconciled,61,71,12233,12243,8,51.0,54.0,12223.0,12226.0,,,,,verb.social,248,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
153,1,overtaken,13,22,12441,12450,8,0.0,2.0,12428.0,12430.0,32.0,90.0,12460.0,12518.0,verb.motion,249,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
153,3,defend,73,79,12501,12507,132,37.0,56.0,12465.0,12484.0,,,,,verb.competition,251,subject,another saint,1.0,0.0,1.0,unknown,0.0,tertiary
155,0,attempted,13,22,12595,12604,8,5.0,12.0,12587.0,12594.0,,,,,verb.social,252,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
155,1,raised,45,51,12627,12633,8,42.0,44.0,12624.0,12626.0,,,,,verb.motion,253,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
156,3,cried,118,123,12843,12848,8,115.0,117.0,12840.0,12842.0,,,,,verb.communication,256,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
157,1,promise,15,22,12882,12889,8,5.0,7.0,12872.0,12874.0,,,,,verb.communication,257,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
157,2,beg,26,29,12893,12896,8,5.0,7.0,12872.0,12874.0,,,,,verb.communication,258,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
157,3,obey,69,73,12936,12940,8,5.0,7.0,12872.0,12874.0,78.0,91.0,12945.0,12958.0,verb.social,259,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
158,1,promised,16,24,12976,12984,8,9.0,11.0,12969.0,12971.0,,,,,verb.communication,260,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
158,3,let,49,52,13009,13012,137,38.0,48.0,12998.0,13008.0,75.0,80.0,13035.0,13040.0,verb.social,261,subject,the Buddha,1.0,1.0,2.0,male,1.0,tertiary
159,0,gave,7,11,13049,13053,137,4.0,6.0,13046.0,13048.0,,,,,verb.possession,262,subject,the Buddha,1.0,1.0,2.0,male,1.0,tertiary
161,2,called,39,45,13194,13200,5,27.0,35.0,13182.0,13190.0,,,,,verb.communication,264,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
162,0,aided,69,74,13305,13310,7,9.0,67.0,13245.0,13303.0,,,,,verb.social,266,subject,Mutscha,4.0,0.0,4.0,unknown,0.0,tertiary
162,0,aided,69,74,13305,13310,141,9.0,67.0,13245.0,13303.0,,,,,verb.social,266,subject,General Li Dsing's three sons,2.0,0.0,2.0,unknown,0.0,tertiary
162,0,aided,69,74,13305,13310,5,9.0,67.0,13245.0,13303.0,,,,,verb.social,266,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
162,0,aided,69,74,13305,13310,8,9.0,67.0,13245.0,13303.0,,,,,verb.social,266,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
162,0,aided,69,74,13305,13310,6,9.0,67.0,13245.0,13303.0,,,,,verb.social,266,subject,Gintscha,3.0,0.0,3.0,unknown,0.0,tertiary
164,1,succeed,25,32,13434,13441,144,14.0,24.0,13423.0,13433.0,,,,,verb.social,267,subject,a sorcerer,1.0,0.0,1.0,unknown,0.0,tertiary
164,2,wounding,36,44,13445,13453,144,14.0,24.0,13423.0,13433.0,53.0,68.0,13462.0,13477.0,verb.contact,268,subject,a sorcerer,1.0,0.0,1.0,unknown,0.0,tertiary
165,2,died,21,25,13500,13504,145,0.0,9.0,13479.0,13488.0,,,,,verb.change,269,subject,Any other,1.0,0.0,1.0,unknown,0.0,tertiary
166,0,carried,18,25,13537,13544,173,4.0,17.0,13523.0,13536.0,30.0,43.0,13549.0,13562.0,verb.contact,270,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
166,1,healed,45,51,13564,13570,173,4.0,17.0,13523.0,13536.0,,,,,verb.body,271,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
166,2,gave,66,70,13585,13589,173,4.0,17.0,13523.0,13536.0,,,,,verb.possession,273,subject,the Great One,3.0,1.0,4.0,male,1.0,tertiary
167,1,eaten,17,22,13688,13693,8,5.0,12.0,13676.0,13683.0,,,,,verb.consumption,272,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
167,2,heard,45,50,13716,13721,8,33.0,35.0,13704.0,13706.0,,,,,verb.perception,274,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
168,1,speak,13,18,13794,13799,8,0.0,2.0,13781.0,13783.0,,,,,verb.communication,275,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
169,4,had,106,109,13961,13964,8,103.0,105.0,13958.0,13960.0,,,,,verb.possession,277,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
171,0,laughed,20,27,14069,14076,38,4.0,14.0,14053.0,14063.0,,,,,verb.body,278,subject,,,,,,,
171,1,said,32,36,14081,14085,38,4.0,14.0,14053.0,14063.0,,,,,verb.communication,279,subject,,,,,,,
173,0,taught,8,14,14162,14168,8,5.0,7.0,14159.0,14161.0,39.0,122.0,14193.0,14276.0,verb.communication,280,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
173,2,make,66,70,14220,14224,8,57.0,59.0,14211.0,14213.0,,,,,verb.change,281,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
173,3,chose,117,122,14271,14276,8,114.0,116.0,14268.0,14270.0,,,,,verb.cognition,283,subject,Notscha,57.0,176.0,233.0,male,1.0,primary
174,2,destroyed,36,45,14314,14323,4,5.0,26.0,14283.0,14304.0,,,,,verb.contact,282,subject,the tyrant Dschou - Sin,1.0,0.0,1.0,unknown,0.0,tertiary
174,5,seated,128,134,14406,14412,5,47.0,74.0,14325.0,14352.0,,,,,verb.contact,284,subject,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
174,5,seated,128,134,14406,14412,141,47.0,74.0,14325.0,14352.0,,,,,verb.contact,284,subject,General Li Dsing's three sons,2.0,0.0,2.0,unknown,0.0,tertiary
0,1,married,47,54,47,54,17,55.0,81.0,55.0,81.0,,,,,verb.social,0,direct_object,the great general Li Dsing,1.0,0.0,1.0,unknown,0.0,tertiary
0,1,married,47,54,47,54,5,55.0,81.0,55.0,81.0,,,,,verb.social,0,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
1,1,named,14,19,97,102,8,20.0,49.0,103.0,132.0,,,,,verb.communication,1,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
1,1,named,14,19,97,102,7,20.0,49.0,103.0,132.0,,,,,verb.communication,1,direct_object,Mutscha,4.0,0.0,4.0,unknown,0.0,tertiary
1,1,named,14,19,97,102,6,20.0,49.0,103.0,132.0,,,,,verb.communication,1,direct_object,Gintscha,3.0,0.0,3.0,unknown,0.0,tertiary
2,1,given,21,26,155,160,15,27.0,30.0,161.0,164.0,,,,,verb.possession,2,direct_object,The oldest daughter of the Ruler of Heaven,1.0,8.0,9.0,female,1.0,tertiary
2,2,dreamed,36,43,170,177,15,53.0,139.0,187.0,273.0,,,,,verb.cognition,3,direct_object,The oldest daughter of the Ruler of Heaven,1.0,8.0,9.0,female,1.0,tertiary
2,2,dreamed,36,43,170,177,19,53.0,139.0,187.0,273.0,,,,,verb.cognition,3,direct_object,a Taoist priest,2.0,3.0,5.0,unknown,0.0,tertiary
2,2,dreamed,36,43,170,177,155,53.0,139.0,187.0,273.0,,,,,verb.cognition,3,direct_object,the Heavenly Son,1.0,0.0,1.0,unknown,0.0,tertiary
2,4,said,100,104,234,238,155,107.0,139.0,241.0,273.0,,,,,verb.communication,4,direct_object,the Heavenly Son,1.0,0.0,1.0,unknown,0.0,tertiary
2,5,receive,115,122,249,256,155,123.0,139.0,257.0,273.0,,,,,verb.possession,5,direct_object,the Heavenly Son,1.0,0.0,1.0,unknown,0.0,tertiary
6,1,thought,34,41,603,610,23,42.0,62.0,611.0,631.0,,,,,verb.cognition,8,direct_object,an apparition,1.0,0.0,1.0,unknown,0.0,tertiary
7,2,leaped,57,63,690,696,24,64.0,123.0,697.0,756.0,,,,,verb.motion,11,direct_object,a small boy whose whole body glowed with a crimson radiance,1.0,4.0,5.0,male,1.0,tertiary
10,0,saw,14,17,969,972,5,18.0,47.0,973.0,1002.0,,,,,verb.perception,13,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
10,0,saw,14,17,969,972,25,18.0,47.0,973.0,1002.0,,,,,verb.perception,13,direct_object,the child,1.0,2.0,3.0,male,1.0,tertiary
10,3,slay,60,64,1015,1019,25,65.0,68.0,1020.0,1023.0,70.0,113.0,1025.0,1068.0,verb.social,15,direct_object,the child,1.0,2.0,3.0,male,1.0,tertiary
10,4,began,85,90,1040,1045,27,91.0,113.0,1046.0,1068.0,,,,,verb.change,16,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
10,5,love,94,98,1049,1053,27,99.0,113.0,1054.0,1068.0,,,,,verb.emotion,17,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
11,3,wish,52,56,1122,1126,5,57.0,60.0,1127.0,1130.0,,,,,verb.emotion,20,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
12,3,said,77,81,1213,1217,9,84.0,102.0,1220.0,1238.0,,,,,verb.communication,23,direct_object,the Great One,2.0,0.0,2.0,unknown,0.0,tertiary
12,3,said,77,81,1213,1217,19,84.0,102.0,1220.0,1238.0,,,,,verb.communication,23,direct_object,a Taoist priest,2.0,3.0,5.0,unknown,0.0,tertiary
13,1,bestowed,57,65,1297,1305,158,66.0,74.0,1306.0,1314.0,,,,,verb.possession,22,direct_object,your son,1.0,0.0,1.0,unknown,0.0,tertiary
14,2,kill,41,45,1369,1373,160,46.0,54.0,1374.0,1382.0,,,,,verb.contact,24,direct_object,many men,1.0,0.0,1.0,male,1.0,tertiary
15,1,take,17,21,1401,1405,27,22.0,25.0,1406.0,1409.0,26.0,63.0,1410.0,1447.0,verb.motion,25,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
15,2,gentle,41,47,1425,1431,27,48.0,63.0,1432.0,1447.0,,,,,verb.emotion,27,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
16,0,bowed,9,14,1459,1464,5,15.0,25.0,1465.0,1475.0,,,,,verb.communication,26,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
19,2,cool,50,54,1723,1727,8,55.0,62.0,1728.0,1735.0,,,,,verb.body,31,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
20,0,unbound,3,10,1740,1747,8,11.0,33.0,1748.0,1770.0,,,,,verb.contact,32,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
21,1,whisked,32,39,1849,1856,8,40.0,55.0,1857.0,1872.0,56.0,68.0,1873.0,1885.0,verb.motion,36,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
23,0,saw,16,19,2088,2091,8,20.0,45.0,2092.0,2117.0,,,,,verb.perception,38,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
23,0,saw,16,19,2088,2091,27,20.0,45.0,2092.0,2117.0,,,,,verb.perception,38,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
24,1,said,36,40,2155,2159,27,43.0,106.0,2162.0,2225.0,,,,,verb.communication,43,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
25,2,struck,44,50,2272,2278,8,51.0,61.0,2279.0,2289.0,,,,,verb.contact,45,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
25,2,struck,44,50,2272,2278,10,51.0,61.0,2279.0,2289.0,,,,,verb.contact,45,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
26,1,threw,37,42,2340,2345,8,43.0,53.0,2346.0,2356.0,54.0,60.0,2357.0,2363.0,verb.contact,47,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
26,1,threw,37,42,2340,2345,10,43.0,53.0,2346.0,2356.0,54.0,60.0,2357.0,2363.0,verb.contact,47,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
27,0,struck,11,17,2383,2389,10,18.0,28.0,2390.0,2400.0,29.0,40.0,2401.0,2412.0,verb.contact,48,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
28,1,said,20,24,2456,2460,8,26.0,74.0,2462.0,2510.0,,,,,verb.communication,52,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
28,1,said,20,24,2456,2460,10,26.0,74.0,2462.0,2510.0,,,,,verb.communication,52,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
28,4,made,53,57,2489,2493,8,58.0,74.0,2494.0,2510.0,,,,,verb.change,53,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
29,1,wash,50,54,2563,2567,8,55.0,65.0,2568.0,2578.0,,,,,verb.body,54,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
31,1,reported,29,37,2703,2711,42,38.0,77.0,2712.0,2751.0,,,,,verb.communication,57,direct_object,a boy,1.0,0.0,1.0,male,1.0,tertiary
31,1,reported,29,37,2703,2711,41,38.0,77.0,2712.0,2751.0,,,,,verb.communication,57,direct_object,the Triton,1.0,0.0,1.0,unknown,0.0,tertiary
31,4,slain,63,68,2737,2742,42,69.0,77.0,2743.0,2751.0,,,,,verb.contact,56,direct_object,a boy,1.0,0.0,1.0,male,1.0,tertiary
32,1,capture,39,46,2792,2799,27,47.0,54.0,2800.0,2807.0,,,,,verb.contact,58,direct_object,the boy,4.0,4.0,8.0,male,1.0,tertiary
33,0,seated,12,18,2821,2827,46,19.0,26.0,2828.0,2835.0,27.0,54.0,2836.0,2863.0,verb.contact,59,direct_object,the son,1.0,1.0,2.0,unknown,0.0,tertiary
35,0,saw,12,15,2985,2988,47,16.0,134.0,2989.0,3107.0,,,,,verb.perception,62,direct_object,an armed man who cried in a loud voice,1.0,1.0,2.0,male,1.0,tertiary
35,0,saw,12,15,2985,2988,162,16.0,134.0,2989.0,3107.0,,,,,verb.perception,62,direct_object,an armed man who cried in a loud voice's Triton,1.0,0.0,1.0,male,1.0,tertiary
35,0,saw,12,15,2985,2988,10,16.0,134.0,2989.0,3107.0,,,,,verb.perception,62,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
35,1,sat,64,67,3037,3040,47,68.0,106.0,3041.0,3079.0,,,,,verb.motion,61,direct_object,an armed man who cried in a loud voice,1.0,1.0,2.0,male,1.0,tertiary
35,1,sat,64,67,3037,3040,162,68.0,106.0,3041.0,3079.0,,,,,verb.motion,61,direct_object,an armed man who cried in a loud voice's Triton,1.0,0.0,1.0,male,1.0,tertiary
35,1,sat,64,67,3037,3040,10,68.0,106.0,3041.0,3079.0,,,,,verb.motion,61,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
35,4,slain,117,122,3090,3095,47,123.0,132.0,3096.0,3105.0,,,,,verb.contact,60,direct_object,an armed man who cried in a loud voice,1.0,1.0,2.0,male,1.0,tertiary
35,4,slain,117,122,3090,3095,162,123.0,132.0,3096.0,3105.0,,,,,verb.contact,60,direct_object,an armed man who cried in a loud voice's Triton,1.0,0.0,1.0,male,1.0,tertiary
35,4,slain,117,122,3090,3095,10,123.0,132.0,3096.0,3105.0,,,,,verb.contact,60,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
36,0,answered,8,16,3116,3124,8,19.0,63.0,3127.0,3171.0,,,,,verb.communication,65,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
